i0,i1,i2,i3,i4,i5,i6,i7,i8,i9
-40.22901,-23.59863,12.73633,4.229492,58.41943,70.81909,56.18946,-2.142578,-62.63379,-73.82178
-132.1802,-144.4891,-84.26709,-36.19434,25.55469,81.77539,145.0846,133.8579,53.78906,-42.96192
3.787109,51.42871,93.32031,60.63965,0.6689453,-76.37891,-88.02124,-27.91309,-9.233398,-8.262695
53.22266,-50.87207,-90.03516,-84.01526,-57.57764,0.7763672,-6.12793,36.03369,92.01477,106.5791
-43.66004,-8.192383,8.070313,17.90332,-2.491211,48.06799,69.59961,2.339844,-36.49805,-55.09961
88.9668,92.84522,53.81836,-22.33496,-99.17188,-92.7627,-39.6416,-29.61426,11.53809,36.37402
-26.27246,-65.76709,-31.88556,10.42432,8.118164,-14.13574,-5.64209,45.48114,43.16602,36.47461
31.2627,13.29883,10.2832,30.33447,43.58057,5.734375,-46.29883,-66.28711,-49.32788,27.42041
25.59082,-40.34766,-31.69409,-39.97705,-48.8252,-58.79395,-35.85254,47.48633,91.7749,90.62207
-61.05322,-45.08301,-25.2334,-3.067383,95.33887,149.46,82.48731,-3.360352,-74.52734,-114.9336
-54.67456,-42.15918,-55.65918,-19.33301,68.33936,115.6758,104.1602,34.65918,-68.66601,-82.34082
-33.05762,-27.41309,-22.40381,69.08225,94.42431,59.65234,-12.99316,-45.00293,-46.48853,-35.83106
-34.83203,6.3573,-1.185059,-8.22168,-30.0459,-49.57325,7.234619,64.77685,42.81446,2.639648
-36.48047,-13.49121,15.36426,-8.179688,-21.55176,-49.51856,3.489502,52.63428,58.18067,-0.4482422
-40.6521,-29.26025,-38.8457,-22.51074,-36.66895,33.85913,83.46436,80.04883,18.71387,-48.12891
-2.297852,38.86035,131.4145,131.6084,78.45117,-17.49902,-120.6543,-144.2131,-72.40186,-23.24707
-166.0977,-121.7126,-82.10449,-17.66699,36.92871,123.3027,173.9176,136.3135,14.86914,-97.72364
-45.03418,-41.57813,-43.9502,2.083008,40.09107,122.2358,77.78223,6.15332,-57.87988,-59.88525
-30.77441,6.686035,0.9937439,17.07373,0.7470703,-40.81836,-21.27832,7.413544,51.33301,8.660156
-24.11865,4.18335,28.26904,-7.05957,-39.62305,-25.08301,18.61453,53.52832,38.85645,-47.58008
48.97656,-12.3418,-23.97559,-13.34668,24.71265,21.81738,-13.8623,-39.22852,-17.86035,25.08533
86.08881,115.6943,45.37109,-40.7002,-53.56787,-51.29581,-55.896,-50.57227,-20.50391,25.36328
32.97949,13.98926,-61.0498,-28.58301,12.97656,22.02246,17.01074,-40.95215,13.58203,18.02466
-7.882813,86.71826,167.3787,136.1641,11.89062,-65.11914,-65.72217,-114.377,-93.16993,-55.89063
-70.26855,-65.12207,-49.09082,-15.15332,65.18677,123.4727,115.3252,31.29395,-54.64355,-80.98413
-167.1107,-166.3374,-132.4062,-25.15625,73.62354,189.312,247.5444,136.6113,-11.6416,-144.4204
-114.8428,-80.89454,-40.80078,46.41309,114.5649,193.6406,131.6914,-20.40234,-106.6172,-122.7645
-130.3477,-193.6763,-196.5981,-151.21,-51.23145,63.75391,186.0808,263.0059,181.6152,28.6377
144.4795,246.5935,201.2705,60.23731,-93.71289,-181.0713,-179.1853,-146.8604,-77.83105,26.12109
-110.7209,-105.2598,-60.85742,-21.26465,79.15674,167.928,168.4658,49.06055,-47.5332,-118.9561
-197.1406,-20.86621,123.5273,297.7721,355.1172,222.3438,7.069336,-197.3252,-289.569,-300.914
99.23877,212.009,212.4512,121.7568,-44.02149,-160.4394,-177.2103,-160.6489,-108.9609,5.819336
-9.519531,-147.9355,-145.699,-173.1401,-129.457,-20.68457,77.73096,195.494,239.9399,113.2539
0.1347656,138.1655,215.8645,193.6631,66.43652,-84.92969,-167.9604,-154.6538,-148.4629,-58.2334
146.0435,196.0908,158.1748,40.70996,-96.31543,-137.8384,-166.8857,-122.9678,-51.50684,34.51758
-74.5498,-88.98944,-109.231,-78.8252,-55.23633,29.14209,118.5871,152.8281,132.4189,-26.1709
36.61231,-154.2344,-216.7649,-223.3672,-186.9502,-63.61133,73.23535,223.7602,301.3677,209.9502
-83.31641,130.9336,328.8809,419.5835,301.1543,62.72266,-186.5273,-357.4741,-360.1782,-255.7471
-340.0449,-232.0352,-45.42383,162.418,345.7493,400.8423,270.8311,20.2207,-225.6221,-356.9539
98.64844,-115.458,-270.4468,-339.7656,-279.7236,-121.2422,48.86621,262.8511,392.1731,324.1308
-260.6225,-224.9394,-113.4668,64.57422,237.2278,335.6233,280.9385,76.4668,-130.5762,-265.2258
203.6426,-47.67285,-242.6665,-320.6108,-273.7637,-187.6435,-2.328125,187.665,327.6147,355.7622
-244.0449,-162.1533,-4.916016,183.2397,333.1464,327.2466,163.3574,-69.88183,-240.0391,-285.943
-12.19238,199.0112,353.3613,363.8628,172.7109,-70.80957,-231.0146,-316.3596,-284.8696,-173.7119
-371.1836,-466.2922,-377.9648,-206.9326,91.02246,353.385,524.4993,443.1709,171.1357,-160.8213
59.6084,247.5991,354.6323,292.1895,95.34766,-114.0176,-244.0093,-303.0366,-266.6006,-121.7539
-313.5117,-179.3437,50.53613,265.8467,422.4751,391.5097,155.3437,-120.5371,-292.8484,-379.4749
272.5455,305.6479,209.7549,21.51855,-149.6348,-256.5438,-263.6465,-191.7549,-66.51758,118.6362
-37.43067,-167.8203,-248.3442,-245.0176,-165.0674,-20.57129,161.8242,305.3428,274.0185,143.0664
160.6299,206.9433,165.1543,119.5923,5.857178,-129.4297,-209.7402,-236.9512,-130.3931,48.34692
-221.3154,-234.1396,-143.667,42.14087,229.6855,301.7207,197.5449,60.07226,-50.73682,-181.2788
-294.0596,-75.75489,229.193,431.7988,432.1191,244.4648,28.15869,-206.7906,-375.4004,-413.7138
-290.6367,7.349609,320.6736,489.6269,437.1484,227.042,-38.94678,-284.2656,-415.2275,-452.7422
-186.8918,-313.0156,-348.998,-250.4189,-36.33984,227.3018,398.4228,329.4043,179.8242,0.7446289
456.239,552.376,422.9736,128.292,-175.6377,-409.4403,-527.582,-430.1758,-178.4961,161.4326
-366.6934,-137.356,128.2331,301.3613,366.666,246.0977,142.7588,-60.8252,-251.9502,-368.2598
13.05371,916.9082,1432.524,1441.557,910.9874,10.14648,-865.7061,-1478.322,-1475.351,-905.7804
651.793,1478.593,1739.997,1376.688,462.2842,-631.1982,-1487.999,-1782.404,-1374.088,-433.6895
1364.624,1383.63,856.6861,-6.466797,-879.3467,-1418.031,-1419.034,-811.0885,64.06396,864.9414
354.5571,-683.0761,-1449.913,-1687.161,-1179.682,-281.1523,707.4843,1423.318,1597.567,1198.089
-1741.568,-1283.616,-255.9102,790.6523,1540.223,1740.976,1253.024,337.3237,-809.249,-1571.816
1681.545,164.2349,-1447.041,-2574.647,-2620.625,-1724.953,-100.6374,1460.635,2571.241,2590.218
412.8817,-1402.074,-2716.887,-2936.097,-2111.063,-411.6803,1444.279,2689.091,2957.299,2074.269
-901.018,-2243.498,-2892.296,-2265.697,-864.3796,929.0191,2317.498,2828.296,2244.697,847.383
-2478.448,-1156.985,629.6632,2151.512,2820.52,2380.852,1124.393,-575.2494,-2057.108,-2839.114
-1477.512,305.8131,1928.207,2814.368,2580.288,1446.107,-261.2231,-1869.612,-2798.774,-2667.696
1314.764,-165.1583,-1579.377,-2418.689,-2259.23,-1291.763,181.1594,1608.378,2368.688,2241.23
845.0774,2046.113,2396.945,1820.059,649.7531,-810.8782,-2005.913,-2379.742,-1939.855,-621.5464
1736.148,2334.255,2052.015,1025.855,-421.0438,-1687.146,-2328.255,-2101.018,-1031.862,421.0448
1507.551,222.1324,-1147.729,-2113.944,-2238.527,-1545.348,-211.9282,1220.933,2040.146,2266.732
-1617.248,-2296.356,-2088.119,-1074.963,392.9432,1679.043,2304.154,2056.915,1015.758,-372.1461
-682.4677,806.8686,1957.355,2326.862,1791.546,612.8701,-763.4604,-1898.945,-2332.455,-1818.14
-1861.724,-794.6416,664.9895,1815.114,2280.1,1843.522,733.4399,-662.1965,-1760.316,-2258.302
2024.528,2427.842,1809.053,657.4907,-777.2444,-1964.531,-2364.842,-1940.053,-688.4946,816.2454
706.5444,-764.221,-1944.76,-2369.357,-1957.767,-717.3432,768.4279,2014.961,2436.56,1826.97
2095.606,1114.737,-273.9854,-1554.591,-2250.268,-2071.201,-1124.332,258.3899,1588.996,2216.674
-2232.262,-1271.83,159.2322,1555.815,2309.223,2119.668,1224.238,-152.8185,-1478.412,-2232.816
2146.425,2276.057,1424.041,46.37866,-1292.334,-2190.02,-2229.649,-1440.636,-84.9657,1344.744
586.4692,1811.757,2343.441,1862.448,845.3911,-560.27,-1776.557,-2281.238,-1973.243,-858.1894
-2311.468,-1650.024,-280.655,1167.832,2083.028,2352.671,1627.225,284.8598,-1129.627,-2143.827
-1586.968,-257.4365,1170.171,2140.747,2234.409,1538.563,237.032,-1108.57,-2108.156,-2259.815
1945.508,2338.001,1756.04,637.7822,-795.4697,-1907.917,-2305.407,-1834.447,-644.1851,810.0671
-2060.133,-930.7685,568.1818,1834.07,2394.758,1960.131,866.7646,-529.18,-1775.076,-2328.758
2115.573,2302.412,1579.658,265.1836,-1152.349,-2135.982,-2309.818,-1622.067,-255.5862,1212.941
-2307.611,-1811.599,-643.7466,833.3362,1929.193,2298.815,1776.801,613.9487,-787.1328,-1901.99
-2300.644,-2154.328,-1151.335,291.6147,1629.765,2349.644,2102.327,1104.334,-271.6156,-1599.763
-113.3317,1328.535,2163.75,2286.331,1476.152,71.73401,-1286.132,-2186.343,-2277.925,-1462.746
-1904.973,-2297.576,-1773.599,-565.563,887.2297,1938.567,2265.17,1761.192,553.1553,-863.6345
2279.652,2170.008,1216.996,-183.4903,-1515.828,-2307.058,-2160.413,-1251.404,209.0822,1542.424
-2343.107,-1772.498,-575.7353,955.53,2065.578,2356.515,1719.903,504.1416,-914.125,-1996.171
142.511,1497.663,2261.541,2069.226,1168.237,-173.7123,-1454.865,-2186.745,-2113.432,-1210.439
-2289.171,-1720.378,-444.0447,989.6685,2046.106,2280.374,1688.58,442.2473,-964.4677,-2028.903
-516.3889,-1775.284,-2298.962,-2035.33,-915.9673,526.9837,1825.876,2369.556,1932.925,886.5591
-1725.662,-495.3586,978.2727,2065.309,2325.141,1664.257,466.9485,-954.6828,-2027.715,-2296.547
-758.2981,-1883.491,-2329.013,-1868.077,-679.2607,796.2961,1911.494,2326.013,1826.076,658.2607
10.71399,1392.936,2251.009,2226.758,1368.979,7.28772,-1339.939,-2252.008,-2238.758,-1426.978
446.5161,-938.2954,-2015.45,-2273.397,-1714.553,-449.1059,964.7026,2047.856,2247.804,1683.959
-1706.068,-506.1157,927.5898,2017.152,2290.723,1677.476,472.5237,-915.1763,-1976.749,-2281.317
-920.8794,-1953.452,-2262.02,-1715.77,-491.8193,959.8804,1964.452,2293.02,1698.77,427.8227
-2110.73,-1127.386,298.4107,1638.128,2305.27,2048.135,1082.789,-289.0026,-1590.729,-2254.865
2251.355,1360.945,118.8336,-1235.619,-2200.263,-2228.153,-1502.743,-103.6351,1307.82,2231.465
-1996.644,-2294.067,-1758.485,-486.1028,961.7573,2058.24,2266.661,1707.078,478.6948,-937.1626
156.662,-1200.885,-2117.917,-2223.741,-1510.269,-129.4607,1259.086,2156.119,2194.943,1415.471
-1432.828,-2214.058,-2168.415,-1269.404,126.0765,1473.424,2193.652,2159.008,1249.997,-117.4841
683.0188,1840.15,2307.463,1878.9,739.5659,-663.0227,-1824.153,-2304.463,-1868.897,-788.5649
-114.2134,-1432.809,-2226.219,-2172.67,-1256.247,139.8081,1451.404,2246.813,2139.264,1224.841
1096.835,2100.515,2285.566,1560.077,313.6853,-1087.839,-2076.518,-2264.567,-1574.072,-353.6843
-1005.252,426.5189,1721.959,2255.009,2013.616,993.8428,-408.929,-1673.364,-2289.417,-2034.024
1508.061,2229.982,2115.816,1224.936,-138.7564,-1475.653,-2214.575,-2152.413,-1232.531,135.1609
1227.45,-70.98944,-1426.231,-2261.825,-2183.236,-1335.858,99.5871,1490.828,2288.419,2171.829
-2128.144,-2274.017,-1541.26,-158.8726,1236.81,2163.737,2236.61,1491.852,163.4651,-1190.214
-589.9678,876.3686,1963.855,2348.362,1806.046,576.3701,-820.9604,-1976.445,-2324.955,-1858.64
1976.029,2401.012,1830.043,698.5815,-711.981,-1941.027,-2372.013,-1952.044,-699.5752,770.9822
-1116.641,-2057.315,-2297.364,-1639.868,-274.4726,1166.046,2070.722,2309.769,1585.272,253.8826
-18.03479,1367.832,2285.047,2256.628,1392.449,9.030884,-1353.835,-2245.046,-2270.628,-1423.449
23.30115,-1351.727,-2245.291,-2267.45,-1427.088,-25.09985,1372.934,2273.495,2247.652,1399.29
-72.96253,-1428.043,-2263.09,-2258.995,-1374.782,59.36963,1477.45,2241.496,2265.402,1354.187
244.7132,1581.867,2296.28,2145.264,1166.037,-228.9145,-1566.068,-2273.48,-2160.464,-1205.24
-1877.122,-663.04,859.591,2016.716,2365.701,1842.124,631.0415,-820.595,-1968.715,-2385.7
-400.4018,1089.461,2051.939,2335.365,1685.785,380.4036,-1057.459,-2070.941,-2313.365,-1700.782
2205.443,2238.172,1434.78,110.5365,-1229.809,-2179.036,-2245.765,-1475.375,-112.1321,1253.214
-2358.119,-2078.768,-1043.02,494.5961,1772.669,2391.526,2052.172,973.4243,-466.1906,-1738.261
1861.054,2351.736,1949.745,800.6982,-636.9674,-1879.256,-2320.94,-1983.949,-819.895,677.7654
1774.704,547.9394,-881.323,-2011.374,-2353.311,-1809.705,-551.9385,899.3242,2065.373,2320.31
-2328.704,-1776.744,-537.4873,959.7702,2024.213,2338.704,1740.744,498.4863,-933.7703,-1985.213
86.68299,1482.124,2254.481,2174.578,1258.743,-94.2749,-1426.716,-2248.071,-2182.17,-1305.334
-561.4267,941.6872,2026.364,2343.331,1781.381,507.0224,-896.0916,-1979.766,-2338.737,-1823.785
-646.9786,-1867.264,-2327.942,-1989.944,-778.8847,679.7766,1890.062,2363.739,1912.741,764.6841
466.6471,1750.749,2362.857,2034.62,952.4668,-452.4423,-1739.545,-2307.653,-2084.416,-983.2622
1646.177,412.7964,-1013.061,-2043.546,-2311.966,-1690.381,-415.9958,1041.861,2079.344,2294.763
-2191.484,-2289.194,-1578.012,-155.9751,1271.928,2236.687,2294.397,1479.214,165.1767,-1232.724
2115.471,1094.67,-229.4695,-1542.476,-2293.204,-2125.269,-1181.469,242.6709,1611.682,2307.407
1509.017,2298.884,2158.605,1235.977,-104.7579,-1461.02,-2270.886,-2173.607,-1336.98,144.759
281.1103,-1130.034,-2103.578,-2319.95,-1607.917,-290.9089,1170.241,2170.782,2265.153,1565.12
-733.3252,-1895.45,-2345.76,-1883.191,-734.8535,767.7297,1946.859,2369.166,1812.597,696.2632
-1202.537,284.1904,1616.796,2331.47,2097.402,1122.534,-265.1942,-1545.794,-2308.471,-2130.404
-2110.671,-2244.21,-1571.185,-189.6577,1225.387,2152.468,2219.007,1492.981,195.4543,-1169.588
-2342.076,-1980.392,-865.4609,584.3426,1810.483,2349.076,1962.393,839.4599,-559.3425,-1798.483
-550.167,-1786.023,-2338.022,-2006.349,-942.8818,556.7618,1815.618,2367.616,1983.942,899.4785
-1691.026,-416.5473,1046.888,2065.96,2283.851,1659.617,397.1372,-1012.292,-2028.372,-2305.258
-1796.788,-2274.917,-2002.695,-890.249,585.415,1762.99,2325.12,1983.897,876.4526,-569.2118
641.8633,-768.6965,-1868.89,-2319.411,-1816.475,-671.6592,783.8977,1910.092,2315.614,1793.681
271.7977,1597.526,2274.669,2075.533,1109.197,-284.5985,-1564.326,-2255.465,-2087.331,-1136.99
-909.9345,-1989.273,-2333.873,-1791.891,-533.8545,929.9353,2033.273,2326.873,1761.893,506.8584
-1248.48,114.2654,1518.526,2277.384,2137.105,1209.477,-140.2693,-1475.525,-2233.388,-2159.106
1717.476,439.5236,-945.1762,-1961.749,-2292.316,-1743.066,-460.1162,984.5835,1974.155,2286.723
2198.266,2226.099,1393.696,121.2521,-1245.205,-2165.468,-2220.301,-1466.902,-119.4598,1278.003
-2207.695,-2231.74,-1345.252,60.79853,1451.903,2255.492,2162.538,1313.049,-54.00384,-1405.106
-2099.839,-2243.712,-1496.955,-197.5679,1217.114,2116.042,2245.915,1470.156,176.7698,-1187.91
-1678.193,-481.7266,1001.118,2050.718,2324.97,1641.987,446.52,-956.3193,-2027.924,-2321.173
-2187.832,-1359.457,125.9856,1485.232,2271.821,2196.239,1298.865,-106.5662,-1437.82,-2286.414
-549.1092,-1816.687,-2417.815,-2044.594,-919.1474,574.5166,1859.092,2409.222,2014.999,889.5581
419.03,-1240.898,-2402.509,-2697.536,-1960.555,-414.2324,1272.696,2433.306,2680.333,1910.352
1161.591,2330.669,2522.554,1891.32,421.8403,-1112.594,-2300.672,-2562.555,-1918.314,-433.8396
-2412.582,-956.624,835.1294,2319.966,2818.002,2321.986,960.0266,-763.7217,-2287.562,-2834.596
3083.614,2119.479,286.8715,-1594.616,-2953.016,-3092.41,-2124.273,-265.6645,1629.82,2910.22
714.3838,-319.8682,-1225.312,-1683.806,-1548.849,-736.5889,346.6687,1287.111,1679.603,1486.645
4583.643,827.6826,-3358.472,-6189.138,-6646.924,-4490.235,-710.2764,3317.878,6092.55,6573.332
-1453.634,3052.85,6340.96,7312.948,5553.27,1632.228,-2980.258,-6488.366,-7463.355,-5506.675
2043.881,5662.49,7113.625,5959.237,2507.721,-1993.88,-5759.49,-7282.625,-5903.238,-2347.72
-1408.627,-5401.556,-7300.642,-6319.364,-2928.259,1488.423,5285.354,7166.438,6322.167,3096.056
-5660.636,-1825.777,2589.629,6057.309,7254.238,5742.04,2014.187,-2597.222,-6206.903,-7366.833
1461.131,-3046.887,-6325.855,-7159.317,-5212.879,-1291.926,3004.089,6180.058,7066.526,5325.084
428.9492,-4066.48,-7003.728,-7132.668,-4547.374,-281.9482,4021.481,6795.727,7092.678,4693.377
-6015.496,-2393.941,2041.745,5713.521,7244.934,6081.703,2584.145,-1995.541,-5848.318,-7412.732
4205.092,6825.946,6958.469,4420.077,163.6592,-4243.686,-7046.539,-6995.068,-4298.669,10.74707
-4503.406,-7197.587,-6956.625,-4114.526,238.7139,4427,6956.184,6943.218,4287.121,-80.12012
6585.237,7214.267,5103.966,998.7646,-3580.462,-6809.828,-7281.859,-4978.552,-818.3613,3566.868
-2163.564,2283.587,5763.103,7229.302,5935.649,2357.159,-2183.993,-6018.508,-7324.711,-5878.055
4206.888,-184.0283,-4589.493,-7186.518,-6944.042,-4073.089,326.8262,4515.29,6998.319,6929.842
-1159.297,3219.083,6396.097,7205.954,5310.031,1348.892,-3232.489,-6580.504,-7304.359,-5203.437
-6784.912,-7170.508,-4807.163,-671.9599,3653.312,6611.318,7117.918,4939.573,849.3662,-3736.906
3914.445,6741.685,7114.16,4794.596,582.6709,-3928.446,-6964.685,-7183.163,-4655.597,-415.6699
2360.885,5944.555,7306.016,5940.665,2285.517,-2348.479,-6109.149,-7416.612,-5860.259,-2103.111
-7183.628,-4808.938,-678.9756,3633.175,6592.844,7101.629,4954.939,855.9766,-3672.175,-6794.843
-4790.758,-7254.223,-6863.029,-3858.573,546.3877,4689.555,7066.022,6843.825,4024.371,-403.5908
6811.131,4151.252,-177.7158,-4518.562,-7109.725,-6838.135,-3983.256,322.7168,4441.564,6900.726
-6970.431,-7112.382,-4565.083,-328.6553,3946.777,6766.027,7075.977,4725.677,497.249,-4035.183
3534.114,-962.5235,-5166.422,-7321.252,-6582.269,-3361.706,1075.931,5034.827,7154.662,6594.674
2467.255,5922.864,7171.295,5765.934,2118.249,-2414.255,-6056.866,-7307.296,-5705.936,-1961.248
5683.217,7228.637,6102.407,2627.85,-1941.845,-5823.623,-7383.041,-6053.806,-2461.251,2021.438
-7096.684,-6986.694,-4200.839,98.61719,4291.245,6886.279,6957.286,4360.431,50.97754,-4360.651
-6218.991,-2712.591,1735.732,5460.801,7238.668,6272.396,2920.001,-1656.325,-5668.396,-7371.264
7179.25,5118.516,1113.571,-3482.486,-6676.086,-7254.846,-5014.114,-915.1641,3423.893,6507.495
-5098.176,-973.8066,3418.857,6560.364,7245.178,5237.773,1170.402,-3472.264,-6734.77,-7353.58
-6385.902,-7149.241,-5084.825,-1160.95,3140.74,6247.308,7019.647,5192.23,1339.359,-3158.334
595.2578,4680.532,7028.925,6745.171,3928.516,-452.2578,-4780.532,-7190.927,-6768.17,-3786.515
7226.965,5768.334,2110.458,-2483.173,-6125.867,-7345.166,-5706.536,-1936.664,2541.969,5949.665
-5777.334,-2030.647,2415.856,5867.465,7227.899,5872.536,2238.853,-2341.653,-6078.265,-7394.695
3502.655,-985.4902,-5179.874,-7339.841,-6600.411,-3366.252,1080.896,5074.279,7200.25,6613.822
3381.631,-1097.776,-5305.366,-7355.737,-6515.179,-3212.426,1239.98,5135.568,7186.944,6542.383
-2036.062,-5955.116,-7467.458,-6080.215,-2409.709,2100.266,5787.321,7315.66,6141.419,2603.913
5630.475,7287.946,6257.869,2788.082,-1798.608,-5789.07,-7475.542,-6191.461,-2614.683,1905.013
-7503.719,-5999.368,-2276.218,2258.781,5917.456,7365.922,6075.572,2474.422,-2230.578,-6082.253
-6547.68,-3236.023,1250.749,5163.39,7242.396,6578.881,3425.229,-1117.545,-5367.188,-7392.194
-2653.008,-6331.728,-7454.192,-5684.562,-1820.293,2639.601,6140.322,7363.781,5787.157,2012.888
-6172.296,-2675.896,1790.428,5519.496,7210.363,6218.091,2841.696,-1688.63,-5664.7,-7378.568
60.68555,4261.636,6861.131,6975.521,4441.043,123.7188,-4331.231,-7101.724,-7012.117,-4278.636
-7056.215,-4407.748,-127.3809,4138.782,6845.531,7039.013,4554.543,301.1768,-4225.986,-7061.734
4625.155,7034.623,6801.43,3990.969,-387.9883,-4750.156,-7180.621,-6806.428,-3839.971,512.9892
-5169.441,-7370.748,-6648.697,-3446.307,1027.38,5022.036,7162.342,6663.286,3643.902,-883.7861
-7372.759,-6901.426,-3827.133,637.1777,4798.544,7164.556,6909.226,4000.934,-502.3799,-4906.748
6831.161,4006.243,-398.7061,-4799.8,-7234.014,-6843.166,-3860.246,543.707,4661.802,7093.015
-1178.554,3332.942,6484.264,7355.941,5393.274,1377.758,-3285.739,-6730.062,-7443.739,-5306.07
-3651.502,724.2353,4801.401,7032.801,6718.237,3828.706,-594.0322,-4869.197,-7261.6,-6729.037
4671.42,7058.299,6900.228,4108.644,-335.1074,-4696.218,-7299.098,-6929.017,-3943.435,464.3106
-100.6533,4217.685,6948.53,7087.057,4586.662,263.2471,-4308.092,-7129.936,-7131.464,-4433.067
7196.86,6844.879,3875.319,-604.3232,-4999.227,-7325.061,-6829.08,-3736.516,751.124,4826.024
332.7373,4523.849,7127.257,7024.367,4268.823,-181.5332,-4698.646,-7257.056,-7026.166,-4113.618
5251.542,1159.581,-3448.573,-6841.239,-7380.025,-5113.336,-1009.378,3441.776,6613.449,7326.231
-6510.123,-7437.941,-5451.496,-1508.694,3005.784,6310.72,7323.536,5572.09,1667.287,-2971.19
-6029.865,-2261.248,2277.124,5934.665,7461.26,6130.072,2440.451,-2223.92,-6160.462,-7568.058
-6687.757,-3298.653,1225.426,5287.587,7354.465,6708.16,3490.062,-1162.019,-5378.181,-7539.06
1229.824,5205.841,7248.065,6649.017,3470.168,-1116.418,-5333.434,-7475.66,-6596.612,-3280.761
5119.656,7221.732,6638.462,3533.356,-1034.326,-5288.25,-7412.329,-6606.06,-3311.949,1139.731
-6241.467,-7498.086,-5903.464,-2049.077,2473.474,6023.873,7385.496,5969.874,2257.484,-2418.067
7216.255,6475.315,3208.909,-1336.686,-5423.235,-7430.659,-6430.719,-3035.309,1419.279,5336.83
4663.3,7108.51,6910.661,4121.733,-329.2109,-4759.3,-7300.514,-6932.665,-3968.741,486.21
4060.863,6777.853,7033.184,4542.1,328.7109,-4158.269,-6924.258,-7055.588,-4408.51,-196.1162
-3798.583,566.3799,4676.556,7029.028,6828.836,3975.379,-414.584,-4770.759,-7256.233,-6836.037
6875.23,3974.942,-509.376,-4946.751,-7331.764,-6895.438,-3793.149,647.1728,4773.548,7205.561
5579.201,2036.646,-2416.04,-5962.816,-7150.232,-5544.996,-1851.441,2463.245,5825.02,7021.434
-6887.323,-7089.704,-4538.561,-371.0459,3873.534,6683.119,7025.504,4690.361,553.8437,-3939.737
-794.8281,-5079.727,-7335.561,-6706.58,-3543.011,922.6259,4933.523,7142.357,6718.375,3742.811
-7440.876,-6143.491,-2508.563,1980.576,5691.926,7294.674,6174.285,2689.358,-1926.78,-5811.128
2521.299,6263.878,7645.957,6218.599,2353.72,-2464.299,-6427.879,-7809.959,-6126.599,-2174.718
930.372,-3663.743,-6906.983,-7339.467,-4985.891,-782.9687,3656.149,6676.389,7284.869,5131.299
6514.432,7381.462,5405.161,1343.96,-3331.266,-6781.633,-7456.664,-5286.357,-1163.166,3374.063
2667.575,-1875.614,-5784.404,-7397.439,-6089.816,-2477.777,1968.41,5595.198,7258.229,6135.614
6844.548,6386.965,3481.831,-813.9589,-4902.37,-7041.551,-6397.969,-3323.83,932.9541,4833.371
6803.074,3701.423,-907.3477,-5209.992,-7517.999,-6789.485,-3510.828,1015.944,5117.585,7297.592
-7539.384,-6414.717,-2860.107,1705.728,5523.802,7397.978,6460.312,3059.702,-1591.134,-5742.208
-6507.207,-3116.137,1394.609,5248.39,7261.555,6539.615,3312.542,-1274.204,-5443.984,-7415.15
7401.172,5317.017,1189.623,-3517.132,-6820.114,-7483.582,-5207.421,-1034.025,3454.726,6699.707
-7032.332,-6347.143,-3228.685,1072.278,4866.454,6888.927,6322.734,3379.277,-926.6855,-4994.86
-6362.834,-6900.26,-4762.025,-823.5644,3342.838,6214.427,6789.852,4842.618,973.1563,-3314.244
6472.503,6800.539,4561.334,561.6728,-3813.728,-6653.707,-6886.746,-4440.536,-370.875,3769.525
6092.42,7102.883,5416.259,1662.993,-2812.906,-6253.626,-7225.09,-5356.46,-1505.195,2878.703
4289.075,7063.919,7233.256,4649.338,237.3311,-4338.279,-7270.125,-7272.462,-4515.55,-76.53516
425.3643,-4195.095,-7180.12,-7322.637,-4653.686,-297.7705,4120.687,6986.711,7301.235,4815.277
-5769.675,-1706.159,2940.341,6465.667,7587.339,5879.676,1898.16,-2948.341,-6637.666,-7709.341
-7424.737,-4776.784,-381.8662,4059.595,7041.619,7369.147,4933.191,521.2725,-4138.189,-7203.214
-1672.984,-5754.589,-7599.724,-6422.331,-2865.815,1749.781,5623.387,7434.519,6473.133,3034.615
1106.567,-3611.548,-6880.788,-7456.272,-5179.697,-941.7734,3530.345,6746.583,7394.064,5292.494
-3235.665,-6711.031,-7548.062,-5449.755,-1314.561,3198.665,6535.034,7459.061,5568.759,1497.563
6811.7,4084.724,-257.709,-4657.549,-7110.912,-6833.902,-3946.93,396.5059,4532.347,6981.709
-7463.724,-6207.337,-2604.819,1900.779,5654.387,7310.524,6267.135,2783.617,-1803.981,-5836.591
-3243.752,1142.395,5020.779,7077.751,6465.322,3424.159,-1004.989,-5152.374,-7240.345,-6488.915
-5752.822,-7414.571,-6119.18,-2514.258,1905.882,5643.23,7257.978,6161.587,2695.662,-1863.476
6372.725,7038.339,5036.247,1080.621,-3403.109,-6528.927,-7113.546,-4952.449,-919.8233,3389.906
-5009.536,-914.8749,3473.525,6473.507,7183.544,5146.334,1100.671,-3468.728,-6719.709,-7264.743
-4776.479,-642.5146,3613.656,6570.543,7067.852,4903.483,850.5146,-3650.656,-6775.543,-7160.853
1734.252,-2898.206,-6435.51,-7405.885,-5506.133,-1565.845,2925.612,6241.916,7301.298,5608.54
5396.643,1397.683,-3230.471,-6594.138,-7374.925,-5279.235,-1234.276,3196.878,6425.55,7296.332
