ID, Amp, Shift, Voltage, Temp, Humidity 
3617, 11790, 7.13, 12.3, 20.27619, 58.84032 
3618, 11781, 7.13, 12.29, 20.29221, 58.88915 
3619, 11755, 7.13, 12.3, 20.30556, 58.8449 
3620, 11782, 7.13, 12.3, 20.27619, 58.92272 
3621, 11782, 7.13, 12.3, 20.26284, 58.90898 
3622, 11799, 7.13, 12.29, 20.27619, 58.92272 
3623, 11842, 7.13, 12.3, 20.26284, 58.94408 
3624, 11827, 7.13, 12.3, 20.30556, 58.90288 
3625, 11866, 7.13, 12.29, 20.27619, 58.92272 
3626, 11889, 7.13, 12.29, 20.27619, 58.89983 
3627, 11894, 7.13, 12.28, 20.27619, 58.92272 
3628, 11866, 7.13, 12.29, 20.30556, 58.87999 
3629, 11880, 7.13, 12.29, 20.30556, 58.86778 
3630, 11865, 7.13, 12.29, 20.29221, 58.85405 
3631, 11864, 7.13, 12.3, 20.29221, 58.85405 
3632, 11841, 7.13, 12.3, 20.30556, 58.8571 
3633, 11794, 7.13, 12.3, 20.30556, 58.8449 
3634, 11817, 7.13, 12.29, 20.31892, 58.82201 
3635, 11821, 7.13, 12.3, 20.27619, 58.80675 
3636, 11829, 7.13, 12.3, 20.30556, 58.7747 
3637, 11832, 7.13, 12.3, 20.30556, 58.7747 
3638, 11877, 7.13, 12.3, 20.30556, 58.72892 
3639, 11881, 7.13, 12.29, 20.31892, 58.67094 
3640, 11888, 7.13, 12.29, 20.30556, 58.68009 
3641, 11890, 7.13, 12.28, 20.31892, 58.72892 
3642, 11906, 7.13, 12.28, 20.30556, 58.68009 
3643, 11949, 7.13, 12.28, 20.30556, 58.70298 
3644, 11947, 7.13, 12.28, 20.30556, 58.6572 
3645, 11946, 7.13, 12.28, 20.30556, 58.6923 
3646, 11915, 7.13, 12.29, 20.33227, 58.70756 
3647, 11895, 7.13, 12.28, 20.31892, 58.70603 
3648, 11888, 7.13, 12.28, 20.33227, 58.67399 
3649, 11851, 7.13, 12.29, 20.30556, 58.71671 
3650, 11814, 7.13, 12.29, 20.31892, 58.75333 
3651, 11857, 7.13, 12.29, 20.31892, 58.74265 
3652, 11861, 7.13, 12.3, 20.30556, 58.76249 
3653, 11836, 7.13, 12.3, 20.30556, 58.7747 
3654, 11800, 7.13, 12.3, 20.31892, 58.84795 
3655, 11800, 7.13, 12.3, 20.30556, 58.8449 
3656, 11829, 7.13, 12.31, 20.31892, 58.9044 
3657, 11838, 7.13, 12.31, 20.31892, 58.89372 
3658, 11822, 7.13, 12.31, 20.33227, 58.93034 
3659, 11841, 7.13, 12.31, 20.31892, 58.9395 
3660, 11882, 7.13, 12.31, 20.31892, 58.9395 
3661, 11854, 7.13, 12.32, 20.33227, 58.95323 
3662, 11842, 7.13, 12.32, 20.31892, 58.9044 
3663, 11865, 7.13, 12.32, 20.30556, 58.95018 
3664, 11873, 7.13, 12.32, 20.31892, 58.88152 
3665, 11837, 7.13, 12.31, 20.31892, 58.91661 
3666, 11845, 7.13, 12.31, 20.33227, 58.89525 
3667, 11818, 7.13, 12.31, 20.30556, 58.89067 
3668, 11825, 7.13, 12.31, 20.30556, 58.87999 
3669, 11848, 7.13, 12.31, 20.33227, 58.87236 
3670, 11822, 7.13, 12.31, 20.31892, 58.87084 
3671, 11814, 7.13, 12.31, 20.31892, 58.84795 
3672, 11811, 7.13, 12.31, 20.30556, 58.82201 
3673, 11814, 7.13, 12.31, 20.31892, 58.85863 
3674, 11834, 7.13, 12.31, 20.31892, 58.85863 
3675, 11826, 7.13, 12.31, 20.31892, 58.79912 
3676, 11812, 7.13, 12.32, 20.33227, 58.78996 
3677, 11847, 7.13, 12.32, 20.31892, 58.76554 
3678, 11851, 7.13, 12.33, 20.34829, 58.74418 
3679, 11846, 7.13, 12.33, 20.31892, 58.70603 
3680, 11880, 7.13, 12.33, 20.29221, 58.74876 
3681, 11889, 7.13, 12.33, 20.31892, 58.75333 
3682, 11863, 7.13, 12.33, 20.30556, 58.80827 
3683, 11861, 7.13, 12.33, 20.31892, 58.85863 
3684, 11864, 7.13, 12.32, 20.30556, 58.91356 
3685, 11868, 7.13, 12.32, 20.31892, 58.96391 
3686, 11871, 7.13, 12.32, 20.31892, 58.9868 
3687, 11861, 7.13, 12.32, 20.30556, 58.99596 
3688, 11874, 7.13, 12.31, 20.29221, 59.06462 
3689, 11866, 7.13, 12.31, 20.30556, 59.06767 
3690, 11833, 7.13, 12.31, 20.27619, 59.10887 
3691, 11841, 7.13, 12.31, 20.33227, 59.1638 
3692, 11844, 7.12, 12.32, 20.30556, 59.15007 
3693, 11839, 7.13, 12.31, 20.30556, 59.17296 
3694, 11837, 7.13, 12.32, 20.31892, 59.17449 
3695, 11865, 7.13, 12.32, 20.31892, 59.15007 
3696, 11865, 7.13, 12.32, 20.30556, 59.12413 
3697, 11868, 7.13, 12.32, 20.30556, 59.13786 
3698, 11852, 7.13, 12.32, 20.30556, 59.09056 
3699, 11864, 7.13, 12.32, 20.30556, 59.09056 
3700, 11888, 7.13, 12.32, 20.30556, 59.07835 
3701, 11893, 7.13, 12.32, 20.31892, 59.04479 
3702, 11935, 7.13, 12.32, 20.31892, 59.04479 
3703, 11927, 7.13, 12.32, 20.31892, 59.00969 
3704, 11931, 7.13, 12.31, 20.31892, 58.96391 
3705, 11900, 7.13, 12.31, 20.30556, 58.95018 
3706, 11872, 7.13, 12.31, 20.30556, 58.9395 
3707, 11860, 7.13, 12.31, 20.30556, 58.9395 
3708, 11858, 7.13, 12.31, 20.29221, 58.86626 
3709, 11861, 7.13, 12.3, 20.30556, 58.86778 
3710, 11831, 7.13, 12.3, 20.30556, 58.8449 
3711, 11841, 7.13, 12.3, 20.30556, 58.80827 
3712, 11832, 7.13, 12.3, 20.30556, 58.79759 
3713, 11837, 7.13, 12.3, 20.27619, 58.75791 
3714, 11837, 7.13, 12.3, 20.30556, 58.6923 
3715, 11838, 7.12, 12.3, 20.30556, 58.66941 
3716, 11835, 7.12, 12.3, 20.30556, 58.59769 
3717, 11833, 7.12, 12.3, 20.31892, 58.55497 
3718, 11805, 7.12, 12.3, 20.30556, 58.49241 
3719, 11794, 7.12, 12.3, 20.29221, 58.5153 
3720, 11784, 7.12, 12.31, 20.29221, 58.39933 
3721, 11759, 7.12, 12.3, 20.30556, 58.41306 
3722, 11767, 7.12, 12.31, 20.30556, 58.37644 
3723, 11755, 7.12, 12.3, 20.29221, 58.29404 
3724, 11738, 7.12, 12.3, 20.29221, 58.30472 
3725, 11784, 7.12, 12.3, 20.29221, 58.29404 
3726, 11785, 7.12, 12.3, 20.29221, 58.30472 
3727, 11761, 7.12, 12.29, 20.26284, 58.25437 
3728, 11792, 7.12, 12.29, 20.26284, 58.25437 
3729, 11796, 7.12, 12.28, 20.27619, 58.20859 
3730, 11835, 7.12, 12.28, 20.27619, 58.18571 
3731, 11839, 7.12, 12.28, 20.26284, 58.18418 
3732, 11842, 7.12, 12.28, 20.27619, 58.14909 
3733, 11861, 7.12, 12.28, 20.26284, 58.17197 
3734, 11880, 7.13, 12.28, 20.26284, 58.21775 
3735, 11865, 7.13, 12.28, 20.26284, 58.25437 
3736, 11905, 7.13, 12.29, 20.24949, 58.26353 
3737, 11951, 7.13, 12.29, 20.26284, 58.22996 
3738, 11928, 7.13, 12.29, 20.23614, 58.23911 
3739, 11913, 7.13, 12.3, 20.26284, 58.27726 
3740, 11901, 7.13, 12.3, 20.26284, 58.26658 
3741, 11887, 7.13, 12.3, 20.26284, 58.30015 
3742, 11852, 7.13, 12.3, 20.23614, 58.28489 
3743, 11849, 7.13, 12.3, 20.23614, 58.28489 
3744, 11844, 7.13, 12.3, 20.26284, 58.30015 
3745, 11829, 7.13, 12.3, 20.24949, 58.34592 
3746, 11813, 7.13, 12.3, 20.26284, 58.27726 
3747, 11767, 7.13, 12.29, 20.27619, 58.3032 
3748, 11807, 7.13, 12.3, 20.26284, 58.28947 
3749, 11826, 7.13, 12.3, 20.22279, 58.25895 
3750, 11840, 7.13, 12.3, 20.23614, 58.262 
3751, 11873, 7.13, 12.3, 20.24949, 58.21622 
3752, 11889, 7.13, 12.3, 20.23614, 58.19028 
3753, 11897, 7.13, 12.3, 20.20676, 58.17502 
3754, 11899, 7.13, 12.3, 20.23614, 58.2269 
3755, 11911, 7.13, 12.31, 20.24949, 58.14756 
3756, 11915, 7.13, 12.32, 20.24949, 58.17045 
3757, 11956, 7.13, 12.31, 20.23614, 58.14451 
3758, 11952, 7.12, 12.32, 20.24949, 58.09873 
3759, 11958, 7.12, 12.31, 20.24949, 58.09873 
3760, 11923, 7.12, 12.31, 20.24949, 58.12467 
3761, 11897, 7.12, 12.31, 20.23614, 58.12162 
3762, 11911, 7.12, 12.31, 20.23614, 58.15671 
3763, 11910, 7.12, 12.32, 20.24949, 58.17045 
3764, 11912, 7.13, 12.31, 20.26284, 58.13535 
3765, 11924, 7.13, 12.31, 20.26284, 58.13535 
3766, 11927, 7.13, 12.31, 20.24949, 58.09873 
3767, 11925, 7.13, 12.32, 20.24949, 58.09873 
3768, 11914, 7.13, 12.31, 20.23614, 58.14451 
3769, 11911, 7.13, 12.32, 20.26284, 58.16129 
3770, 11951, 7.12, 12.32, 20.24949, 58.15824 
3771, 11965, 7.12, 12.32, 20.24949, 58.14756 
3772, 11930, 7.12, 12.32, 20.26284, 58.16129 
3773, 11929, 7.12, 12.32, 20.26284, 58.20707 
3774, 11884, 7.12, 12.32, 20.26284, 58.17197 
3775, 11856, 7.12, 12.32, 20.26284, 58.14909 
3776, 11857, 7.12, 12.31, 20.24949, 58.15824 
3777, 11843, 7.12, 12.31, 20.26284, 58.18418 
3778, 11853, 7.13, 12.31, 20.24949, 58.15824 
3779, 11833, 7.13, 12.32, 20.26284, 58.17197 
3780, 11837, 7.13, 12.31, 20.24949, 58.20402 
3781, 11856, 7.13, 12.32, 20.24949, 58.19334 
3782, 11892, 7.13, 12.31, 20.23614, 58.21622 
3783, 11887, 7.13, 12.31, 20.26284, 58.20707 
3784, 11923, 7.13, 12.32, 20.27619, 58.25437 
3785, 11953, 7.13, 12.32, 20.24949, 58.19334 
3786, 11928, 7.13, 12.33, 20.24949, 58.24064 
3787, 11902, 7.13, 12.32, 20.26284, 58.24064 
3788, 11903, 7.13, 12.32, 20.26284, 58.19486 
3789, 11923, 7.13, 12.32, 20.26284, 58.18418 
3790, 11922, 7.13, 12.32, 20.24949, 58.24064 
3791, 11919, 7.12, 12.31, 20.23614, 58.2269 
3792, 11924, 7.12, 12.32, 20.24949, 58.27573 
3793, 11926, 7.13, 12.31, 20.27619, 58.24369 
3794, 11916, 7.13, 12.31, 20.24949, 58.28641 
3795, 11875, 7.13, 12.31, 20.26284, 58.32304 
3796, 11913, 7.12, 12.3, 20.24949, 58.33219 
3797, 11922, 7.12, 12.3, 20.23614, 58.32151 
3798, 11894, 7.12, 12.3, 20.24949, 58.34592 
3799, 11881, 7.12, 12.3, 20.27619, 58.3856 
3800, 11873, 7.12, 12.29, 20.26284, 58.37186 
3801, 11865, 7.12, 12.3, 20.27619, 58.3856 
3802, 11855, 7.12, 12.29, 20.27619, 58.40848 
3803, 11821, 7.12, 12.29, 20.26284, 58.39475 
3804, 11837, 7.12, 12.29, 20.27619, 58.43137 
3805, 11836, 7.12, 12.3, 20.24949, 58.41459 
3806, 11828, 7.12, 12.3, 20.26284, 58.42832 
3807, 11823, 7.12, 12.3, 20.26284, 58.42832 
3808, 11847, 7.12, 12.3, 20.24949, 58.41459 
3809, 11824, 7.12, 12.3, 20.27619, 58.44205 
3810, 11824, 7.12, 12.3, 20.27619, 58.50156 
3811, 11809, 7.12, 12.3, 20.29221, 58.49241 
3812, 11817, 7.12, 12.3, 20.27619, 58.52445 
3813, 11855, 7.12, 12.3, 20.26284, 58.53361 
3814, 11819, 7.12, 12.29, 20.26284, 58.53361 
3815, 11848, 7.13, 12.29, 20.27619, 58.57023 
3816, 11814, 7.13, 12.29, 20.24949, 58.57938 
3817, 11850, 7.13, 12.29, 20.24949, 58.59159 
3818, 11850, 7.12, 12.29, 20.27619, 58.62974 
3819, 11884, 7.12, 12.29, 20.24949, 58.64805 
3820, 11880, 7.12, 12.3, 20.24949, 58.71976 
3821, 11890, 7.12, 12.3, 20.23614, 58.66025 
3822, 11883, 7.12, 12.3, 20.22279, 58.7396 
3823, 11882, 7.12, 12.3, 20.22279, 58.71671 
3824, 11876, 7.12, 12.29, 20.22279, 58.76249 
3825, 11854, 7.12, 12.29, 20.20676, 58.77164 
3826, 11873, 7.12, 12.29, 20.22279, 58.79759 
3827, 11875, 7.12, 12.29, 20.22279, 58.80827 
3828, 11875, 7.12, 12.28, 20.22279, 58.82201 
3829, 11857, 7.12, 12.29, 20.19341, 58.84032 
3830, 11865, 7.12, 12.28, 20.19341, 58.86321 
3831, 11855, 7.12, 12.29, 20.20676, 58.94866 
3832, 11858, 7.12, 12.28, 20.20676, 58.94866 
3833, 11814, 7.12, 12.29, 20.20676, 58.97154 
3834, 11859, 7.12, 12.29, 20.20676, 58.94866 
3835, 11863, 7.12, 12.29, 20.22279, 58.96239 
3836, 11855, 7.12, 12.29, 20.19341, 58.96849 
3837, 11844, 7.12, 12.29, 20.19341, 59.00511 
3838, 11814, 7.12, 12.29, 20.18006, 59.00359 
3839, 11822, 7.12, 12.29, 20.19341, 59.04021 
3840, 11824, 7.12, 12.28, 20.18006, 59.08293 
3841, 11803, 7.12, 12.28, 20.18006, 59.10887 
3842, 11790, 7.12, 12.28, 20.16671, 59.04631 
3843, 11832, 7.13, 12.28, 20.15069, 59.10429 
3844, 11821, 7.13, 12.28, 20.15069, 59.05547 
3845, 11851, 7.13, 12.28, 20.16671, 59.08293 
3846, 11838, 7.13, 12.29, 20.16671, 59.09514 
3847, 11816, 7.13, 12.29, 20.15069, 59.10429 
3848, 11814, 7.13, 12.29, 20.16671, 59.12871 
3849, 11809, 7.12, 12.3, 20.16671, 59.12871 
3850, 11808, 7.13, 12.31, 20.18006, 59.14244 
3851, 11834, 7.13, 12.31, 20.16671, 59.12871 
3852, 11851, 7.13, 12.31, 20.18006, 59.15465 
3853, 11850, 7.12, 12.31, 20.16671, 59.14092 
3854, 11857, 7.13, 12.32, 20.16671, 59.14092 
3855, 11854, 7.12, 12.31, 20.16671, 59.12871 
3856, 11878, 7.12, 12.31, 20.18006, 59.13176 
3857, 11907, 7.12, 12.3, 20.16671, 59.11803 
3858, 11936, 7.12, 12.3, 20.16671, 59.09514 
3859, 11934, 7.12, 12.29, 20.16671, 59.04631 
3860, 11890, 7.12, 12.29, 20.16671, 59.08293 
3861, 11862, 7.12, 12.29, 20.18006, 59.03716 
3862, 11861, 7.12, 12.29, 20.19341, 59.07378 
3863, 11850, 7.12, 12.29, 20.19341, 59.00511 
3864, 11854, 7.12, 12.29, 20.19341, 59.00511 
3865, 11849, 7.12, 12.29, 20.16671, 59.01274 
3866, 11862, 7.12, 12.3, 20.16671, 59.04631 
3867, 11864, 7.12, 12.3, 20.16671, 59.01274 
3868, 11837, 7.12, 12.3, 20.18006, 58.96697 
3869, 11848, 7.13, 12.3, 20.19341, 59.028 
3870, 11878, 7.13, 12.3, 20.19341, 58.96849 
3871, 11896, 7.13, 12.3, 20.18006, 59.02647 
3872, 11899, 7.13, 12.3, 20.16671, 59.01274 
3873, 11887, 7.13, 12.29, 20.18006, 59.09667 
3874, 11841, 7.13, 12.29, 20.18006, 59.04936 
3875, 11825, 7.13, 12.29, 20.18006, 59.10887 
3876, 11823, 7.13, 12.3, 20.18006, 59.17754 
3877, 11830, 7.13, 12.31, 20.15069, 59.16075 
3878, 11862, 7.13, 12.3, 20.15069, 59.15007 
3879, 11825, 7.13, 12.31, 20.16671, 59.17754 
3880, 11795, 7.13, 12.31, 20.18006, 59.11955 
3881, 11806, 7.13, 12.32, 20.18006, 59.16533 
3882, 11784, 7.13, 12.32, 20.19341, 59.14549 
3883, 11767, 7.13, 12.32, 20.16671, 59.1516 
3884, 11784, 7.13, 12.33, 20.16671, 59.11803 
3885, 11808, 7.13, 12.33, 20.13734, 59.10124 
3886, 11801, 7.13, 12.32, 20.13734, 59.13634 
3887, 11784, 7.13, 12.32, 20.12398, 59.16991 
3888, 11769, 7.13, 12.32, 20.13734, 59.18365 
3889, 11809, 7.13, 12.31, 20.15069, 59.15007 
3890, 11814, 7.13, 12.32, 20.15069, 59.16075 
3891, 11813, 7.13, 12.31, 20.13734, 59.16075 
3892, 11832, 7.13, 12.31, 20.18006, 59.15465 
3893, 11867, 7.13, 12.31, 20.13734, 59.16075 
3894, 11863, 7.13, 12.31, 20.16671, 59.18823 
3895, 11866, 7.12, 12.3, 20.16671, 59.1638 
3896, 11883, 7.12, 12.3, 20.16671, 59.20043 
3897, 11896, 7.12, 12.31, 20.18006, 59.20196 
3898, 11895, 7.12, 12.31, 20.16671, 59.18823 
3899, 11870, 7.12, 12.31, 20.16671, 59.2691 
3900, 11906, 7.12, 12.31, 20.16671, 59.2691 
3901, 11910, 7.12, 12.3, 20.15069, 59.26605 
3902, 11907, 7.12, 12.31, 20.15069, 59.30267 
3903, 11906, 7.12, 12.31, 20.16671, 59.29351 
3904, 11925, 7.12, 12.31, 20.16671, 59.3164 
3905, 11905, 7.12, 12.31, 20.16671, 59.3515 
3906, 11892, 7.12, 12.31, 20.13734, 59.37133 
3907, 11870, 7.12, 12.31, 20.16671, 59.33929 
3908, 11848, 7.12, 12.31, 20.15069, 59.37133 
3909, 11854, 7.12, 12.31, 20.15069, 59.42016 
3910, 11832, 7.12, 12.31, 20.15069, 59.38354 
3911, 11839, 7.12, 12.31, 20.15069, 59.44305 
3912, 11844, 7.12, 12.31, 20.15069, 59.44305 
3913, 11846, 7.12, 12.31, 20.16671, 59.43389 
3914, 11859, 7.12, 12.32, 20.16671, 59.44458 
3915, 11882, 7.12, 12.32, 20.13734, 59.4522 
3916, 11881, 7.12, 12.32, 20.15069, 59.43084 
3917, 11907, 7.12, 12.31, 20.15069, 59.44305 
3918, 11945, 7.12, 12.31, 20.13734, 59.41711 
3919, 11943, 7.12, 12.31, 20.15069, 59.44305 
3920, 11969, 7.12, 12.31, 20.15069, 59.48883 
3921, 11961, 7.12, 12.31, 20.13734, 59.5346 
3922, 11925, 7.12, 12.3, 20.11063, 59.51782 
3923, 11927, 7.12, 12.3, 20.13734, 59.54528 
3924, 11881, 7.12, 12.3, 20.12398, 59.54376 
3925, 11877, 7.12, 12.3, 20.13734, 59.5346 
3926, 11886, 7.12, 12.3, 20.12398, 59.53155 
3927, 11879, 7.12, 12.31, 20.13734, 59.54528 
3928, 11874, 7.12, 12.31, 20.12398, 59.52087 
3929, 11898, 7.12, 12.31, 20.12398, 59.52087 
3930, 11888, 7.12, 12.31, 20.0946, 59.5758 
3931, 11886, 7.12, 12.31, 20.0946, 59.58648 
3932, 11912, 7.13, 12.32, 20.11063, 59.64447 
3933, 11911, 7.13, 12.32, 20.11063, 59.71008 
3934, 11937, 7.13, 12.31, 20.11063, 59.6994 
3935, 11939, 7.13, 12.32, 20.12398, 59.67803 
3936, 11896, 7.12, 12.32, 20.0946, 59.69635 
3937, 11901, 7.12, 12.32, 20.12398, 59.70092 
3938, 11910, 7.12, 12.31, 20.0946, 59.6643 
3939, 11913, 7.12, 12.32, 20.0679, 59.71466 
3940, 11921, 7.12, 12.31, 20.08125, 59.80468 
3941, 11889, 7.12, 12.31, 20.11063, 59.88403 
3942, 11895, 7.12, 12.31, 20.08125, 59.94659 
3943, 11875, 7.12, 12.3, 20.08125, 60.05646 
3944, 11893, 7.12, 12.3, 20.0946, 60.10224 
3945, 11894, 7.12, 12.29, 20.0946, 60.09308 
3946, 11921, 7.12, 12.29, 20.0946, 60.15717 
3947, 11908, 7.12, 12.28, 20.0946, 60.16785 
3948, 11908, 7.12, 12.29, 20.0946, 60.13581 
3949, 11897, 7.12, 12.28, 20.08125, 60.20905 
3950, 11874, 7.12, 12.29, 20.0946, 60.20295 
3951, 11904, 7.12, 12.29, 20.08125, 60.17701 
3952, 11896, 7.12, 12.29, 20.08125, 60.17701 
3953, 11902, 7.12, 12.29, 20.0946, 60.16785 
3954, 11898, 7.12, 12.3, 20.0946, 60.15717 
3955, 11890, 7.12, 12.3, 20.0946, 60.13581 
3956, 11895, 7.12, 12.31, 20.0946, 60.12513 
3957, 11882, 7.12, 12.32, 20.11063, 60.09461 
3958, 11877, 7.12, 12.31, 20.08125, 60.06714 
3959, 11845, 7.12, 12.31, 20.0946, 60.08088 
3960, 11873, 7.12, 12.31, 20.08125, 60.04731 
3961, 11871, 7.12, 12.31, 20.0946, 59.98322 
3962, 11879, 7.12, 12.3, 20.11063, 59.9939 
3963, 11889, 7.12, 12.31, 20.0946, 59.94812 
3964, 11881, 7.12, 12.3, 20.08125, 59.89166 
3965, 11858, 7.12, 12.3, 20.0946, 59.90539 
3966, 11830, 7.12, 12.3, 20.11063, 59.81994 
3967, 11843, 7.12, 12.29, 20.08125, 59.78332 
3968, 11849, 7.12, 12.29, 20.0679, 59.75891 
3969, 11855, 7.12, 12.29, 20.0946, 59.72839 
3970, 11850, 7.12, 12.29, 20.08125, 59.71771 
3971, 11861, 7.12, 12.29, 20.11063, 59.67651 
3972, 11864, 7.12, 12.3, 20.0946, 59.59869 
3973, 11851, 7.12, 12.3, 20.0946, 59.60937 
3974, 11857, 7.12, 12.3, 20.0946, 59.58648 
3975, 11866, 7.12, 12.3, 20.08125, 59.57275 
3976, 11878, 7.12, 12.3, 20.08125, 59.51324 
3977, 11850, 7.12, 12.3, 20.0946, 59.52697 
3978, 11850, 7.12, 12.3, 20.08125, 59.49035 
3979, 11875, 7.12, 12.31, 20.0946, 59.47052 
3980, 11863, 7.12, 12.3, 20.0946, 59.44763 
3981, 11863, 7.12, 12.3, 20.11063, 59.47204 
3982, 11828, 7.12, 12.31, 20.08125, 59.42169 
3983, 11839, 7.12, 12.3, 20.0946, 59.42169 
3984, 11846, 7.12, 12.3, 20.11063, 59.38964 
3985, 11849, 7.12, 12.3, 20.0946, 59.37591 
3986, 11861, 7.12, 12.3, 20.08125, 59.33929 
3987, 11868, 7.12, 12.31, 20.08125, 59.30572 
3988, 11865, 7.12, 12.3, 20.0946, 59.33013 
3989, 11834, 7.12, 12.31, 20.0946, 59.30572 
3990, 11850, 7.12, 12.31, 20.0946, 59.29351 
3991, 11855, 7.12, 12.3, 20.11063, 59.30725 
3992, 11851, 7.12, 12.3, 20.0946, 59.21112 
3993, 11823, 7.12, 12.3, 20.0946, 59.21112 
3994, 11808, 7.12, 12.3, 20.0946, 59.21112 
3995, 11797, 7.12, 12.3, 20.0946, 59.20043 
3996, 11804, 7.12, 12.3, 20.0946, 59.16533 
3997, 11839, 7.12, 12.3, 20.0946, 59.18823 
3998, 11819, 7.12, 12.3, 20.11063, 59.14549 
3999, 11840, 7.12, 12.3, 20.08125, 59.1638 
4000, 11836, 7.12, 12.3, 20.11063, 59.15617 
4001, 11816, 7.12, 12.3, 20.11063, 59.14549 
4002, 11851, 7.12, 12.31, 20.11063, 59.10887 
4003, 11875, 7.12, 12.31, 20.12398, 59.07683 
4004, 11863, 7.12, 12.31, 20.12398, 59.08751 
4005, 11849, 7.12, 12.32, 20.0946, 59.07225 
4006, 11858, 7.12, 12.32, 20.0946, 59.03716 
4007, 11815, 7.12, 12.32, 20.11063, 59.00359 
4008, 11833, 7.12, 12.32, 20.0946, 58.96697 
4009, 11851, 7.12, 12.32, 20.11063, 59.01732 
4010, 11853, 7.12, 12.32, 20.0946, 59.01427 
4011, 11846, 7.12, 12.33, 20.0679, 58.97612 
4012, 11809, 7.12, 12.32, 20.0946, 59.03716 
4013, 11825, 7.12, 12.32, 20.08125, 59.0692 
4014, 11846, 7.12, 12.32, 20.08125, 59.0692 
4015, 11883, 7.12, 12.31, 20.08125, 59.09514 
4016, 11885, 7.12, 12.3, 20.08125, 59.09514 
4017, 11884, 7.12, 12.3, 20.0946, 59.08293 
4018, 11889, 7.12, 12.3, 20.0946, 59.10887 
4019, 11891, 7.12, 12.3, 20.0946, 59.10887 
4020, 11872, 7.12, 12.3, 20.0946, 59.08293 
4021, 11877, 7.12, 12.3, 20.11063, 59.13329 
4022, 11876, 7.12, 12.31, 20.08125, 59.14092 
4023, 11879, 7.12, 12.31, 20.11063, 59.13329 
4024, 11855, 7.12, 12.32, 20.11063, 59.09667 
4025, 11819, 7.12, 12.32, 20.12398, 59.09972 
4026, 11801, 7.12, 12.33, 20.11063, 59.07378 
4027, 11837, 7.12, 12.32, 20.0946, 59.10887 
4028, 11838, 7.12, 12.32, 20.11063, 58.99138 
4029, 11792, 7.12, 12.32, 20.12398, 59.01732 
4030, 11771, 7.12, 12.32, 20.13734, 59.00816 
4031, 11794, 7.12, 12.32, 20.0946, 58.96697 
4032, 11833, 7.12, 12.32, 20.11063, 59.00359 
4033, 11807, 7.12, 12.32, 20.11063, 58.9456 
4034, 11835, 7.12, 12.31, 20.11063, 58.93492 
4035, 11876, 7.12, 12.31, 20.0679, 58.9044 
4036, 11890, 7.12, 12.31, 20.12398, 58.89983 
4037, 11899, 7.12, 12.31, 20.11063, 58.86321 
4038, 11890, 7.12, 12.31, 20.0946, 58.87236 
4039, 11936, 7.12, 12.3, 20.11063, 58.82964 
4040, 11974, 7.12, 12.3, 20.0946, 58.86168 
4041, 11969, 7.12, 12.3, 20.0946, 58.84947 
4042, 11967, 7.12, 12.3, 20.12398, 58.87694 
4043, 11989, 7.12, 12.3, 20.12398, 58.85405 
4044, 11987, 7.12, 12.3, 20.11063, 58.87541 
4045, 11972, 7.12, 12.29, 20.11063, 58.87541 
4046, 11976, 7.12, 12.29, 20.11063, 58.85252 
4047, 11960, 7.12, 12.3, 20.12398, 58.86626 
4048, 11963, 7.12, 12.29, 20.11063, 58.9456 
4049, 11946, 7.12, 12.3, 20.12398, 58.94866 
4050, 11941, 7.12, 12.3, 20.12398, 58.92577 
4051, 11901, 7.12, 12.3, 20.12398, 59.01732 
4052, 11905, 7.12, 12.3, 20.13734, 58.98528 
4053, 11869, 7.12, 12.31, 20.12398, 59.05394 
4054, 11871, 7.12, 12.3, 20.12398, 59.04173 
4055, 11858, 7.12, 12.31, 20.11063, 59.05089 
4056, 11836, 7.12, 12.31, 20.11063, 59.04021 
4057, 11807, 7.12, 12.3, 20.13734, 59.06767 
4058, 11766, 7.12, 12.3, 20.11063, 59.08598 
4059, 11755, 7.12, 12.3, 20.13734, 59.12413 
4060, 11766, 7.12, 12.3, 20.11063, 59.0631 
4061, 11806, 7.12, 12.29, 20.12398, 59.09972 
4062, 11758, 7.12, 12.29, 20.11063, 59.13329 
4063, 11799, 7.12, 12.29, 20.12398, 59.14702 
4064, 11760, 7.12, 12.3, 20.11063, 59.05089 
4065, 11793, 7.12, 12.3, 20.13734, 59.05547 
4066, 11804, 7.12, 12.3, 20.11063, 59.05089 
4067, 11841, 7.12, 12.3, 20.11063, 59.04021 
4068, 11881, 7.12, 12.3, 20.12398, 58.99443 
4069, 11908, 7.12, 12.3, 20.12398, 58.97154 
4070, 11894, 7.12, 12.29, 20.12398, 58.98222 
4071, 11886, 7.12, 12.29, 20.11063, 58.9807 
4072, 11917, 7.12, 12.29, 20.12398, 59.00511 
4073, 11894, 7.12, 12.28, 20.11063, 59.028 
4074, 11931, 7.12, 12.28, 20.11063, 59.00359 
4075, 11884, 7.12, 12.27, 20.11063, 58.99138 
4076, 11891, 7.12, 12.27, 20.12398, 58.98222 
4077, 11895, 7.12, 12.27, 20.11063, 59.028 
4078, 11894, 7.12, 12.27, 20.13734, 59.00816 
4079, 11891, 7.12, 12.28, 20.12398, 58.98222 
4080, 11884, 7.12, 12.28, 20.12398, 58.99443 
4081, 11891, 7.12, 12.29, 20.12398, 58.92577 
