i0,i1,i2,i3,i4,i5,i6,i7,i8,i9,
-1314.094,-501.2227,-105.8789,349.4336,792.3906,793.5037,126.625,1394.285,552.9727,-2087.988,
326.5723,611.8242,1613.531,-1176.621,-1826.71,-832.1601,-243.418,84.875,568.039,874.1103,
830.0332,871.5861,179.4844,1288.832,756.8945,-2045.045,-1477.58,-635.4609,-108.8242,340.1016,
1539.238,163.4766,-2068.938,-1199.454,-416.3828,-68.44141,385.3164,804.7207,729.2444,131.1777,
320.1836,803.3242,886.1571,174.666,1284.274,762.0156,-2007.131,-1503.968,-608.4902,-111.0703,
149.1406,571.918,786.834,266.8281,803.7539,1459.855,-1426.912,-1659.808,-741.8027,-209.7539,
1684.527,-400.3516,-2154.287,-1217.12,-467.4121,-76.93359,523.9453,975.875,786.7275,345.0117,
37.73438,359.0352,773.0664,582.4243,241.8887,1644.676,-325.6289,-1966.654,-1014.032,-332.4805,
790.6347,544.8896,286.8887,1705.344,-484.6758,-1982.426,-977.6796,-353.666,27.86328,442.8867,
-447.4102,-2150.777,-1203.669,-515.3515,-40.94532,494.6094,979.9746,784.8652,410.5625,1688.148,
78.65234,453.6836,778.1191,433.292,469.3281,1636.551,-881.4765,-1832.911,-866.1016,-269.1211,
-378.2305,-2094.256,-1161.634,-469.0938,-62.86719,484.4414,936.4629,761.8398,369.3008,1614.074,
-143.6797,279.5938,812.7539,957.5555,297.0957,1316.684,733.4062,-2008.766,-1542.57,-702.1093,
826.7949,887.865,242.752,1411.676,520.9961,-2059.807,-1402.879,-604.7461,-175.6875,353.0,
-954.0556,-314.0879,-49.05078,414.5508,773.4824,589.8554,292.8867,1619.848,-401.7539,-1971.676,
1615.902,-655.6445,-1942.743,-1017.519,-382.8262,-8.902344,484.6523,837.7373,641.5225,427.8301,
-166.9219,210.0273,670.0566,801.0036,197.5703,1053.32,1083.375,-1760.646,-1472.611,-615.1777,
1250.84,-1618.66,-1589.379,-717.5293,-216.4492,128.5703,653.0684,858.769,302.9394,947.8555,
1016.365,320.2519,1381.187,497.4883,-2146.307,-1524.379,-690.2617,-174.1875,359.5078,960.3164,
41.76172,-1993.416,-1144.582,-443.0898,-103.168,338.2422,792.4297,751.5957,216.0898,1544.172,
-1663.831,-754.0977,-284.0742,146.2539,632.4707,915.6411,356.8984,917.8711,1303.543,-1570.674,
696.748,811.9529,168.1094,1245.402,787.6797,-1860.336,-1392.54,-563.7148,-145.9922,252.7226,
1579.852,-932.0937,-2070.184,-1120.554,-467.1093,-11.44531,580.5,1047.585,761.9726,631.5195,
790.9605,208.9492,1450.465,314.4101,-2013.074,-1269.974,-524.959,-94.46485,307.5977,830.0839,
875.1972,476.666,681.918,1488.625,-1152.527,-1810.616,-871.0664,-302.3125,26.96875,587.1172,
178.8594,754.3516,1035.068,464.2012,1000.144,1257.137,-1703.363,-1788.083,-877.2324,-321.1523,
1534.426,-1042.434,-2006.831,-1112.687,-462.8047,1.371094,595.2265,1039.623,741.497,712.6093,
427.9492,908.6816,742.5234,420.9531,1632.887,-451.5469,-2016.269,-1109.092,-455.5566,-100.4766,
1024.517,778.7959,575.1289,1643.476,-817.7695,-2093.327,-1156.606,-508.9219,-12.27344,566.9805,
-1023.213,-454.6328,1.203125,587.5195,1029.492,698.4199,795.8359,1573.0,-1234.316,-1973.295,
905.0547,699.4189,562.3555,1613.734,-776.8555,-1945.271,-1052.615,-445.5547,-66.9375,506.6484,
442.1679,913.2861,741.084,560.3574,1618.406,-628.1641,-1981.281,-1080.059,-491.3672,-94.40625,
-1735.516,-1808.298,-960.2539,-390.8125,120.4687,777.1191,1136.896,599.8574,1134.406,1126.121,
-463.9297,137.7031,827.9101,1240.708,701.9258,1142.93,1199.297,-1742.912,-1957.709,-1085.918,
882.6865,524.6855,1663.141,-590.8789,-2137.629,-1241.883,-584.8828,-82.33985,494.6953,1072.438,
-762.3164,-2149.715,-1269.689,-636.2031,-116.4063,553.3125,1119.709,960.6846,679.2109,1621.406,
-1446.81,-719.6054,-201.8516,329.4023,954.8691,1051.61,480.4062,1550.648,159.3945,-2158.061,
-346.6289,206.6914,883.9492,1188.59,602.3183,1234.418,950.1094,-1975.162,-1778.787,-965.5352,
-1914.455,-1660.725,-839.1816,-331.0664,155.1562,834.0508,1132.323,514.7793,1272.66,836.4375,
861.3281,1567.551,-1031.476,-2201.911,-1353.082,-686.1211,-110.3477,655.6757,1243.107,1055.298,
956.2012,1008.385,491.8926,1606.973,11.55859,-2106.619,-1383.805,-697.2929,-221.3789,334.039,
-908.5859,-431.6914,67.89453,704.2207,1076.943,609.0039,1120.098,1162.508,-1649.82,-1750.522,
997.0703,-1843.965,-1741.916,-921.5,-418.2227,133.7305,809.7656,1173.696,595.2988,1216.02,
1160.417,668.7441,1621.801,-319.6367,-2311.777,-1513.817,-795.1641,-237.2031,497.2266,1229.367,
-1655.644,-868.1152,-364.9726,150.2695,835.1777,1137.455,544.9219,1259.773,876.5273,-1915.383,
-1231.738,-2164.96,-1314.675,-693.9648,-64.19922,678.3398,1288.558,1022.272,963.5625,1516.793,
1022.422,1477.656,-1432.141,-2166.861,-1335.075,-716.6367,-45.85547,767.9355,1373.643,1054.876,
861.9824,1338.455,913.7012,1201.547,1239.125,-1682.4,-2059.875,-1261.102,-612.9687,61.47266,
-103.1289,611.707,1162.115,959.9511,821.0938,1600.926,-1073.906,-2073.312,-1275.167,-630.2929,
-1283.496,-2112.488,-1303.398,-640.8242,-91.0,705.3047,1271.289,1022.198,964.6211,1467.797,
-1094.047,-510.9648,52.07031,822.584,1258.29,802.457,1195.371,1161.336,-1733.18,-1953.886,
1253.902,749.5059,1273.234,947.2734,-1897.762,-1829.713,-1072.312,-497.0273,151.9375,920.9687,
-473.6015,234.3359,1080.184,1466.18,826.0195,1416.809,728.8711,-2172.941,-1955.971,-1149.813,
-1385.001,-754.2539,-209.8672,557.6094,1226.736,1139.005,770.2539,1638.867,-721.6054,-2261.724,
-1126.152,-558.7109,78.57031,890.2206,1333.997,855.9589,1227.508,1115.223,-1826.428,-1990.193,
730.3223,1230.57,965.2031,-1859.021,-1790.5,-1047.334,-489.5742,103.7969,880.0312,1276.493,
539.4179,-2191.041,-1890.49,-1119.049,-505.3203,257.9922,1097.451,1481.88,851.457,1477.727,
996.7246,1458.354,876.123,1411.207,831.9297,-2039.312,-1991.942,-1164.695,-568.8086,190.4766,
1318.039,767.5859,1659.078,-175.9492,-2304.564,-1632.236,-937.7851,-359.2773,432.7422,1232.373,
-1596.36,-917.2187,-376.2109,321.793,1066.559,1327.16,724.0195,1600.012,79.00391,-2228.754,
-352.832,-2260.992,-1589.012,-928.371,-324.4062,439.039,1208.209,1353.229,844.5781,1610.609,
-898.1757,-199.2227,642.4492,1409.914,1386.315,1045.977,1588.019,-968.6523,-2358.122,-1648.515,
-762.0898,-88.07813,732.5508,1379.847,1144.809,1076.09,1465.078,-1353.551,-2157.855,-1436.807,
99.01563,860.0449,1314.066,803.0957,1326.785,911.3867,-1881.65,-1810.674,-1084.717,-537.3828,
-653.1953,-69.65625,745.6191,1339.864,1069.777,1101.191,1359.656,-1481.627,-2087.866,-1323.771,
413.3711,1281.975,1525.288,912.5312,1626.16,-78.77735,-2392.373,-1802.668,-1090.947,-394.5664,
-667.2266,81.91016,1009.762,1585.879,1130.541,1367.82,982.6836,-1920.172,-2171.284,-1399.945,
-778.1172,-77.58985,852.1347,1498.552,1249.148,1179.531,1379.996,-1532.729,-2262.149,-1508.736,
-1629.175,-954.3984,-274.9297,623.2187,1444.241,1431.782,977.9942,1604.524,-816.625,-2406.634,
1470.958,1075.223,1259.598,1167.207,-1741.219,-2110.155,-1351.418,-698.789,14.58984,914.0254,
928.1015,-1917.787,-1940.837,-1239.908,-645.9648,70.89844,967.7969,1445.831,984.9121,1346.973,
-1451.916,-812.3359,-160.5,725.8164,1428.789,1261.717,1106.133,1463.297,-1317.019,-2243.998,
1505.071,949.918,1407.32,767.9531,-2087.615,-1950.288,-1225.133,-595.5156,147.8398,1080.414,
931.7832,1624.324,-177.6211,-2385.822,-1803.647,-1120.793,-430.3203,435.6094,1343.797,1582.651,
1529.875,358.5586,-2268.422,-1934.52,-1227.629,-547.2851,259.0312,1199.0,1619.108,1012.219,
549.1133,1421.486,1519.358,999.0566,1647.648,-575.9101,-2442.277,-1746.169,-1039.852,-332.4453,
-891.6484,-197.8281,725.7695,1473.104,1394.155,1078.648,1538.828,-1153.769,-2337.107,-1630.149,
-1769.569,-1065.102,-296.3047,727.4023,1571.782,1603.776,1122.301,1624.508,-952.207,-2566.583,
-674.9258,42.21875,932.705,1495.622,1090.449,1349.719,1036.582,-1862.91,-2069.825,-1339.646,
-777.7695,362.4648,1513.017,1849.257,1563.601,1856.977,-646.2695,-2305.827,-1957.086,-1458.41,
-3056.512,-1318.91,1097.185,3034.982,3570.256,3424.309,910.7109,-1469.402,-2755.18,-3437.469,
1022.8,3211.912,4400.047,3553.172,1484.346,-642.5908,-2889.703,-4317.844,-3979.98,-1842.141,
4965.779,456.9341,-4560.192,-7906.723,-8108.782,-4926.582,87.2832,4868.404,7571.926,7551.98,
4027.686,-1366.678,-6497.543,-9155.672,-8095.305,-3807.284,1917.097,6603.949,8682.078,7691.703,
2185.792,-3511.731,-8022.887,-9423.375,-6934.797,-1748.383,3956.139,7880.296,8880.781,6738.205,
4622.587,-689.9717,-6014.182,-9032.722,-8506.602,-4467.583,1232.966,6209.178,8625.723,8020.594,
-8681.499,-6846.297,-2223.501,3068.689,6972.719,8162.093,6533.881,2588.082,-2586.125,-6988.132,
-5837.192,-8289.027,-7427.402,-3479.85,1669.207,5935.192,7862.027,7010.398,3701.849,-1145.207,
-7966.567,-8214.566,-5077.93,24.70215,4835.26,7655.773,7694.762,5077.138,509.4873,-4538.051,
7623.734,6413.34,2975.466,-1832.705,-6200.675,-8172.937,-6752.541,-2603.676,2378.506,6171.473,
-1769.424,-2954.937,-2904.055,-1436.107,488.7378,1925.019,3216.531,2531.648,1082.699,-180.1353,
11015.21,14786.62,7979.155,-1732.932,-2965.863,-6478.625,-16240.04,-12553.55,-309.4844,6499.457,
10497.93,-726.6016,-3770.726,-4509.969,-14800.85,-15132.12,-2417.598,6215.535,9489.765,15154.65,
-3470.149,-6309.336,-16289.82,-12887.66,396.4648,6899.145,10779.33,15203.81,8094.658,-2416.459,
7416.92,-2756.127,-3359.058,-6784.82,-16524.2,-12256.73,964.3203,7028.262,11133.02,15138.41,
14478.98,11910.46,642.7011,-3967.453,-3525.875,-13165.4,-16155.87,-4440.102,5575.031,8647.472,
-13803.22,-15715.14,-3477.955,5946.777,8914.922,14707.42,11298.33,-37.84766,-3960.57,-3872.715,
-15751.8,-3600.771,5863.688,8879.972,14701.62,11379.4,8.369141,-3947.094,-3784.379,-13749.03,
-4831.453,-15153.33,-14504.34,-1523.184,6478.07,9765.047,15122.92,9770.913,-1382.221,-3742.477,
6412.422,9684.917,15124.49,10121.92,-1094.598,-3738.414,-4667.914,-15020.47,-14874.91,-1947.398,
-10247.64,2559.061,7392.562,12063.46,14694.39,5535.238,-3496.467,-3043.969,-8354.863,-17101.8,
-1589.414,-3668.067,-5017.008,-15378.96,-14325.48,-1263.375,6536.273,9978.21,15165.16,9562.696,
-15909.6,-3767.568,5803.891,8860.175,14764.82,11523.6,148.5723,-3911.891,-3754.176,-13757.83,
-16182.36,-13159.29,145.6074,6864.453,10650.32,15189.16,8295.084,-2323.816,-3469.656,-6009.52,
-12090.73,1117.32,7046.262,11073.02,14999.41,7255.937,-2879.119,-3325.063,-6693.813,-16503.2,
-15290.08,-2609.123,6177.211,9333.617,15050.65,10665.67,-652.2695,-3794.613,-4272.024,-14609.06,
-16768.91,-6059.75,4933.305,8227.558,13984.99,12897.1,1855.966,-4000.105,-3119.355,-11950.79,
5091.46,-3653.842,-2997.246,-8532.809,-17032.18,-9893.067,2792.234,7466.656,12178.22,14580.57,
13150.3,13815.37,3447.762,-3863.676,-2900.352,-10291.3,-17116.39,-8008.758,3939.676,7827.352,
-1368.258,6527.954,9911.543,15189.39,9610.056,-1462.729,-3656.949,-4903.547,-15346.39,-14501.06,
4759.879,8143.703,13714.01,13083.99,2217.911,-4036.676,-3005.5,-11433.8,-16851.79,-6591.706,
-8657.645,-17043.58,-9737.954,2875.014,7474.051,12214.65,14477.58,5006.957,-3642.012,-2967.051,
11662.73,375.0039,-4011.012,-3467.352,-13141.56,-16029.73,-4233.996,5689.027,8655.355,14501.57,
